run_id,entity_type,entity_name,query,total_latency,success,start_time,end_time,rewrite_time,retrieve_time,rerank_time,generate_time,generator_tokens,generator_prompt_tokens,generator_completion_tokens,rewriter_tokens,ttft,tps
019d0ced-f510-7913-a2a1-776785814e50,landmark,Sphinx,"Sphinx, what does the Inventory Stele reveal about your existence in relation to Khufu and Khafre?",4.496122,True,2026-03-20 20:26:54.608418,2026-03-20 20:26:59.104540,1.451714,0.768391,0.307081,1.956468,1844,1066,778,1057,2.6771860000000003,397.6553667118501
019d0ced-d204-7aa1-a612-5ab759cf1a7b,landmark,Pyramid of Saqqara - Pyramid of Djoser,"Through which entrances can you be accessed, and which route is considered more convenient?",6.164834,True,2026-03-20 20:26:45.636257,2026-03-20 20:26:51.801091,1.438878,0.636582,2.962643,1.111812,1350,985,365,1139,5.188103,328.29291283058643
019d0ced-a781-7b02-8d02-14eef236efe8,pharaoh,Anubis (God),"Anubis, why were you such a popular and enduring god?",8.257901,True,2026-03-20 20:26:34.753096,2026-03-20 20:26:43.010997,1.291843,0.617879,4.788581,1.539754,1451,837,614,1119,6.848303,398.76499752557874
019d0ced-906b-7501-9bda-52ee93e4d702,landmark,Temple of Derr,You have depictions of which deities on the sides of your pillars?,3.306173,True,2026-03-20 20:26:28.841207,2026-03-20 20:26:32.147380,1.154723,0.737336,0.285714,1.109404,1453,1085,368,913,2.327773,331.70963868888157
019d0ced-78b5-7912-b205-e9c1f434312c,pharaoh,Taweret (Goddess),"Taweret, how do you protect expectant mothers and the deceased on their journey?",3.279216,True,2026-03-20 20:26:22.773091,2026-03-20 20:26:26.052307,1.05041,0.707925,0.372398,1.132534,1366,1033,333,1002,2.280733,294.0309076813588
019d0ced-6110-7022-a08e-8d47921016c6,pharaoh,Senwosret IV,You are known from a colossal pink granite statue; where was this statue discovered and where is it now housed?,3.418257,True,2026-03-20 20:26:16.719145,2026-03-20 20:26:20.137402,1.00216,0.982915,0.306374,1.119638,1294,937,357,1023,2.441449,318.85305786334516
019d0ced-3cfc-7232-b071-9e71c57c9003,pharaoh,Hathor (Goddess),"Hathor, what titles and patronages did you hold across different lands, and how were your priests distinct?",6.552778,True,2026-03-20 20:26:07.479744,2026-03-20 20:26:14.032522,1.472893,2.887404,0.33559,1.844482,1755,1036,719,1231,4.845887,389.81133998596897
019d0ced-2035-7e43-8bab-407c06bebf2e,landmark,Tomb of Petosiris,What do the registers on the left side of your tomb depict?,4.742018,True,2026-03-20 20:26:00.112111,2026-03-20 20:26:04.854129,2.222481,0.705579,0.384647,1.402513,1421,873,548,1451,3.4627070000000004,390.72721607571555
019d0cec-fc36-79c3-be17-938eaa069b30,landmark,Temple of Maharraqa,"Temple of Maharraqa, when were you dismantled and later rebuilt, and where are you located now?",6.531488,True,2026-03-20 20:25:50.901215,2026-03-20 20:25:57.432703,2.459079,0.927861,0.652898,2.470928,1325,1020,305,1580,4.189838,123.43540564516653
019d0cec-e3f1-7d12-a6c1-463c3d0fb657,landmark,Colossoi of Memnon,"What earthquakes have damaged you, and who oversaw the Roman reconstruction of your northern figure?",3.616783,True,2026-03-20 20:25:44.687764,2026-03-20 20:25:48.304547,1.062306,0.855868,0.313595,1.362161,1526,999,527,977,2.381769,386.8852507155909
019d0cec-cd62-7ba0-a39c-c29428f012b3,landmark,Osireion,You have a water channel surrounding the island in your central hall; how deep is that channel?,3.111086,True,2026-03-20 20:25:38.913014,2026-03-20 20:25:42.024100,1.251534,0.678483,0.286514,0.880687,1104,796,308,1012,2.3665309999999997,349.7269745096726
019d0cec-b61a-7353-975a-877ba87c7aac,pharaoh,Thutmose IV,You were examined by researchers in 1980; what did they find about your physical resemblance to other peoples?,3.356334,True,2026-03-20 20:25:32.953276,2026-03-20 20:25:36.309610,1.207196,0.789396,0.311369,1.037441,1441,1065,376,1071,2.4579609999999996,362.43024904548787
019d0cec-9d9b-71b1-9913-689c121105c5,landmark,Temple of Luxor,What role do you play in the annual Opet Festival?,3.610346,True,2026-03-20 20:25:26.683130,2026-03-20 20:25:30.293476,1.287483,0.737882,0.430729,1.142267,1269,836,433,1011,2.6060939999999997,379.07074265473835
019d0cec-679e-7933-90f2-cafe20c7f968,landmark,Pompeys Pillar - Serapeum of Alexandria,Why do you bear the name Pompey's Pillar even though the dates don’t match?,11.103316,True,2026-03-20 20:25:12.861467,2026-03-20 20:25:23.964783,1.560564,6.001099,2.387389,1.137218,1367,942,425,1194,10.099052,373.7190230896802
019d0cec-4cad-7043-9937-0ca8978f3059,landmark,Temple of Kalabsha,"Temple of Kalabsha, when were you relocated and what prompted the move?",4.260937,True,2026-03-20 20:25:05.962277,2026-03-20 20:25:10.223214,1.297138,0.884245,0.338777,1.727323,1602,938,664,948,2.6701599999999996,384.40986428131856
019d0cec-310e-7a71-acb7-757d200ba8ed,landmark,Ramessum,"You, Ramessum, what statue stood in the first courtyard accessed through the first pylon, and what were its dimensions and origin?",4.451634,True,2026-03-20 20:24:58.892219,2026-03-20 20:25:03.343853,2.200351,0.65711,0.297413,1.278116,1227,769,458,1569,3.304874,358.3399315868043
019d0cec-19f1-7ee3-a5ed-14b495c0ddff,landmark,Sphinx of Memphis,"When were you carved and which dynasty does that correspond to, and which rulers might you represent?",3.31678,True,2026-03-20 20:24:52.968999,2026-03-20 20:24:56.285779,1.138162,0.861738,0.319609,0.977208,1221,868,353,893,2.4695089999999995,361.2332277263387
019d0cec-002a-7e60-9f10-f1707dfd4fbd,pharaoh,Horemheb,You were appointed rpat and idnw by Tutankhamun; how did you ultimately claim the throne after Ay’s reign?,3.697744,True,2026-03-20 20:24:46.376267,2026-03-20 20:24:50.074011,1.101077,0.858422,0.30249,1.421653,1523,996,527,1061,2.411989,370.69523997768795
019d0ceb-e729-7001-8944-aab51552f597,pharaoh,Akhenaton,Why did you imprison Abdiashirta for a year and then release him?,3.542848,True,2026-03-20 20:24:39.974355,2026-03-20 20:24:43.517203,1.103988,0.871662,0.408345,1.147534,1140,720,420,1008,2.533995,366.00222738498377
019d0ceb-abef-70a1-819f-148b91f77026,pharaoh,Hatshepsut,What goods did you bring back from the expedition to Punt?,12.200289,True,2026-03-20 20:24:24.808413,2026-03-20 20:24:37.008702,1.18199,4.493101,4.861421,1.64713,1418,785,633,1030,10.686512,384.3048211130876
019d0ceb-8e4c-7991-ac16-ec69372d07c8,pharaoh,Ptolemy I Soter,You presented yourself differently to foreign citizens and to the Egyptians; how did you represent yourself to each group?,4.484686,True,2026-03-20 20:24:17.226572,2026-03-20 20:24:21.711258,1.210464,1.240549,0.695784,1.311212,1500,1049,451,1071,3.2967969999999993,343.9565836798321
019d0ceb-67cc-7571-af6c-4fbbd10cf4f3,pharaoh,Ahmose I,You led several campaigns during your reign; can you list the major military actions you undertook against the Hyksos and their allies?,6.861338,True,2026-03-20 20:24:07.371020,2026-03-20 20:24:14.232358,1.447185,0.823903,3.034639,1.538119,1510,942,568,1269,5.4557269999999995,369.28222068643583
019d0ceb-4c37-7fc3-857c-d30fdf553b84,landmark,Temple of Khonsu in Karnak,"Temple of Khonsu, what conservation work was performed on you from 2006 to 2018?",4.2802,True,2026-03-20 20:24:00.308095,2026-03-20 20:24:04.588295,1.208559,0.774785,0.450685,1.819723,1702,986,716,1021,2.5840289999999997,393.4664781398048
019d0ceb-33a5-78f3-999e-0ac908146a32,landmark,Temple of Esna,"You, Temple of Esna, how many columns support your hypostyle hall and how are they arranged?",3.162599,True,2026-03-20 20:23:54.019889,2026-03-20 20:23:57.182488,1.132037,0.809388,0.290403,0.907094,1313,999,314,996,2.381828,346.16037588166165
019d0ceb-1967-7bc1-9d76-fe10a3eaa2ed,pharaoh,Khamerernebty II,"You, Khamerernebty II, what artifacts linked to you have been discovered and where are they now displayed?",3.695004,True,2026-03-20 20:23:47.303092,2026-03-20 20:23:50.998096,0.752522,0.773878,0.333526,1.821666,1801,1053,748,891,2.009926,410.61314203591655
019d0cea-fb6d-75c3-a3c0-b26183d22430,pharaoh,Mut (Goddess),"When did you become the wife of Amun and part of the Theban Triad, and how did you rise from a local deity to a national goddess?",4.56415,True,2026-03-20 20:23:39.625670,2026-03-20 20:23:44.189820,1.403849,0.724777,0.300982,2.112917,1957,1109,848,1261,2.5796079999999995,401.3408950753863
019d0cea-e18d-7d70-8ec1-12384354b667,landmark,Temple of Hathor in Philae,What are the main architectural components you possess?,3.789487,True,2026-03-20 20:23:33.004613,2026-03-20 20:23:36.794100,1.447523,0.799708,0.303943,1.213967,1335,876,459,1103,2.7011739999999995,378.0992399299157
019d0cea-a750-7332-93e7-fb5bb76dcccd,pharaoh,Seti I,You led campaigns into Palestine and Syria; what territories did you reclaim and what monuments did you commission to record these victories?,12.067766,True,2026-03-20 20:23:18.094264,2026-03-20 20:23:30.162030,0.991259,3.575487,5.434849,2.027116,1752,998,754,989,10.151595,371.9570069004438
019d0cea-8c0f-73d0-973d-2ec1b7776879,pharaoh,Senwosret III,You spoke of your final campaign in Year 19—what made it less successful and what actions did you take as a result?,4.166889,True,2026-03-20 20:23:11.119261,2026-03-20 20:23:15.286150,0.979503,1.304359,0.508335,1.3467,1490,955,535,994,2.9421969999999997,397.26739437142646
019d0cea-7015-7273-9313-7a9856cfca12,landmark,Temple of Wadi es-Sebua - Temple of Ramesses II,"When were you constructed, and who oversaw your building?",3.701663,True,2026-03-20 20:23:03.956906,2026-03-20 20:23:07.658569,1.161932,0.888414,0.449752,1.187194,1503,1058,445,1036,2.6500980000000003,374.8334307619479
019d0cea-4f16-7802-96f7-ed5e82d0b28b,pharaoh,Khufu,What was the original height of your Great Pyramid and how many chambers does it contain?,5.64124,True,2026-03-20 20:22:55.508668,2026-03-20 20:23:01.149908,1.140648,2.981779,0.43444,1.068498,1370,1028,342,1053,4.706867000000001,320.07547042671115
019d0cea-35c2-78a3-9b0d-26eceadc22f3,pharaoh,Thuya (mother of Queen Tiye),What artifacts and preservation details were found in your tomb KV46?,3.787467,True,2026-03-20 20:22:49.025786,2026-03-20 20:22:52.813253,0.812721,0.867304,0.298015,1.789327,1657,918,739,957,2.12804,413.0044424523858
019d0cea-1897-7fd3-a746-75b0f1073725,pharaoh,Sekhmet (Goddess),"You were adopted as a symbol of power by which pharaoh, and how were you depicted in the Battle of Kadesh?",4.787629,True,2026-03-20 20:22:41.554007,2026-03-20 20:22:46.341636,1.517265,1.816399,0.439565,0.998929,1343,986,357,1163,3.923229,357.3827569326749
019d0ce9-fe96-74c0-a199-63d41515a2de,landmark,Temple of Hibis,"You, Temple of Hibis, can you describe your main architectural elements and the deities to which you are dedicated?",3.985284,True,2026-03-20 20:22:34.901651,2026-03-20 20:22:38.886935,1.359978,0.757302,0.306177,1.536774,1458,840,618,1043,2.573457,402.1411085820036
019d0ce9-e69d-7240-b5c4-84fa3f0e72f3,landmark,Ptolemaic Temple of Hathor in Deir el Medina,"You were begun under which Ptolemaic ruler, and which subsequent rulers oversaw your continued construction?",3.401169,True,2026-03-20 20:22:28.762111,2026-03-20 20:22:32.163280,1.176389,0.706409,0.306187,1.195337,1419,969,450,1093,2.3389849999999996,376.46287197668937
019d0ce9-b336-7d82-913f-8cdbcf635db9,pharaoh,Psusennes I,You reigned for how many years and during which years?,10.396112,True,2026-03-20 20:22:15.604685,2026-03-20 20:22:26.000797,1.282205,7.87333,0.279543,0.949025,1234,901,333,1066,9.585078000000001,350.88643607913383
019d0ce9-92eb-7ad3-a902-bd08e8f4a824,landmark,Pyramid of Meidum,"What excavations have been conducted on you, and who were the archaeologists involved?",5.652425,True,2026-03-20 20:22:07.336717,2026-03-20 20:22:12.989142,0.958335,2.731941,0.434223,1.501193,1531,967,564,848,4.2744990000000005,375.7011923183761
019d0ce9-74aa-7411-977b-367f4cf2a386,pharaoh,Senwosret I,How did you respond to your father's assassination while you were campaigning in Libya?,5.063085,True,2026-03-20 20:21:59.594057,2026-03-20 20:22:04.657142,1.211802,0.961702,0.336887,2.521669,1607,1057,550,1076,2.6603909999999997,218.10951397665593
019d0ce9-5ac7-7fe1-8bd6-e848cfbbc371,pharaoh,Neferkare Shabaka,Who was your principal wife and what religious offices did she hold?,3.950686,True,2026-03-20 20:21:52.966225,2026-03-20 20:21:56.916911,1.367755,0.625494,0.649584,1.282487,1505,1053,452,1144,2.792833,352.440219666944
019d0ce9-42c1-7993-90c4-7c5901f962a2,landmark,Pyramid of Sahure,"Pyramid of Sahure, can you tell me the state of your interior chambers and describe the appearance of your burial chamber?",3.431293,True,2026-03-20 20:21:46.816665,2026-03-20 20:21:50.247958,1.050492,0.759116,0.289939,1.32115,1300,834,466,881,2.2495469999999997,352.72300647163456
019d0ce9-28f2-7271-8d23-004f17bb7024,landmark,Temple of Isis in Philae,How did you survive and get reconstructed during the 1960s UNESCO campaign?,3.935971,True,2026-03-20 20:21:40.202247,2026-03-20 20:21:44.138218,1.258017,0.656321,0.348929,1.641479,1627,1001,626,1038,2.413267,381.3633924040454
019d0ce9-10ef-71c3-986a-ab5b3625cc36,pharaoh,Yuya (father of Queen Tiye),"Yuya, where was your tomb discovered and who uncovered it?",3.383168,True,2026-03-20 20:21:34.063900,2026-03-20 20:21:37.447068,1.203406,0.830821,0.285524,1.046579,1261,882,379,1052,2.469751,362.1322422865355
019d0ce8-f4c1-7633-bdad-335ba5da40ba,landmark,Tomb of Horemheb in Saqqara,When were you rediscovered and what happened to you before that?,4.534292,True,2026-03-20 20:21:26.848625,2026-03-20 20:21:31.382917,1.911178,0.872151,0.431208,1.294264,1441,976,465,1375,3.364537,359.2775507933466
019d0ce8-d5f2-7e23-86ca-150b66757590,pharaoh,Serapis (God),Did you have a notable cult center at Delos?,5.186063,True,2026-03-20 20:21:18.961929,2026-03-20 20:21:24.147992,1.096551,2.795082,0.426522,0.856384,1079,785,294,1012,4.468155,343.303938420148
019d0ce8-bd9e-7910-bedd-0f8d032585ec,landmark,Pyramids of Giza,"You, the Great Pyramid, what material formed your original outer casing and where did it come from?",3.535465,True,2026-03-20 20:21:12.734523,2026-03-20 20:21:16.269988,1.454147,0.751334,0.320008,0.995775,1192,841,351,1070,2.675489,352.4892671537245
019d0ce8-a6e1-7340-a7c2-75fc9f664898,pharaoh,Osorkon II,What became of your burial place after your death?,3.179555,True,2026-03-20 20:21:06.912942,2026-03-20 20:21:10.092497,1.1288,0.626848,0.296118,1.110269,1206,835,371,1047,2.2017659999999997,334.1532547517764
019d0ce8-8b64-70b1-8fdf-6b845cb09319,landmark,Temple of Hathor in Dendera,"You, the Temple of Hathor in Dendera, when were you completed and under which ruler?",4.379773,True,2026-03-20 20:20:59.875992,2026-03-20 20:21:04.255765,1.478868,0.735113,0.75463,1.390048,1554,1056,498,1166,3.118611,358.26100969175167
019d0ce8-7344-7ce2-b4cf-93e5a9f5e183,pharaoh,Ptolemy III Euergetes,What fiscal reforms did you implement regarding the calendar and famine relief?,3.351669,True,2026-03-20 20:20:53.693895,2026-03-20 20:20:57.045564,1.053933,0.802545,0.407837,1.058997,1315,936,379,1029,2.4143149999999998,357.88581081910525
019d0ce8-58e1-7830-b4d6-b85d30eff840,pharaoh,Ramesess III,"Ramesess III, which construction projects and expeditions did you initiate during your reign?",4.068314,True,2026-03-20 20:20:46.937626,2026-03-20 20:20:51.005940,1.098678,0.792489,0.327169,1.825634,1729,977,752,1051,2.3683359999999998,411.91169752535285
019d0ce8-3d7c-7631-b835-e97c6289154c,landmark,Temple of Amada,"Temple of Amada, how many pillars lead into your chapels?",4.3238,True,2026-03-20 20:20:39.930343,2026-03-20 20:20:44.254143,2.184153,0.986798,0.32187,0.813038,1161,894,267,1431,3.6428209999999996,328.3979346598806
019d0ce8-1c1e-7f01-bf75-df5cb58db452,landmark,Temple of Horus at Edfu,"When did you begin construction and when were you completed, and which rulers oversaw these phases?",5.769436,True,2026-03-20 20:20:31.390101,2026-03-20 20:20:37.159537,1.303116,0.666783,2.396826,1.381064,1475,987,488,1062,4.516725,353.35074985663226
019d0ce7-eb9f-7551-a0fb-df3764318be3,landmark,Kiosk of Qertassi,"You were constructed in which era, and to which goddesses are you dedicated?",9.736737,True,2026-03-20 20:20:18.974543,2026-03-20 20:20:28.711280,1.262872,2.368345,5.054549,1.014535,1305,937,368,957,8.835766000000001,362.7277521228938
019d0ce7-cf92-7a42-bece-605ff781e86f,pharaoh,Amenemhat III,"Amenemhat III, how many acres of land did you reclaim for agriculture, and what monuments did you erect to commemorate this achievement?",4.533889,True,2026-03-20 20:20:11.792239,2026-03-20 20:20:16.326128,1.37539,1.016027,0.303677,1.814075,1727,1038,689,1158,2.8450939999999996,379.8078910739633
019d0ce7-a80d-79c2-be10-639bacdddd43,landmark,Temple of Seti I in Abydos,"What is your name, where are you located, and who originally built you?",7.40029,True,2026-03-20 20:20:01.669815,2026-03-20 20:20:09.070105,1.17696,4.637567,0.38782,1.179244,1274,865,409,980,6.352347,346.83237735362655
019d0ce7-7cb4-7e60-b7b8-5a537d8218a1,pharaoh,Teti,You promoted a cult at Dendera; which cult was it?,8.387445,True,2026-03-20 20:19:50.577654,2026-03-20 20:19:58.965099,1.182171,0.747771,5.556444,0.872273,1150,911,239,1048,7.636386,273.99678770293247
019d0ce7-5aad-7561-8629-5f8c1ccf4a29,pharaoh,"Mutnofret (Queen, Wife of Thutmose I and mother of Thutmose II)","What titles did you hold as queen, Mutnofret?",6.033721,True,2026-03-20 20:19:41.869348,2026-03-20 20:19:47.903069,1.334043,2.877806,0.480409,1.327515,1469,965,504,1218,4.842258,379.65672704263227
019d0ce7-3f7a-78b0-b07b-063feadbd164,pharaoh,Bat Goddess,"Bat Goddess, where is your cult centre located and why is it called the “Mansion of the Sistrum”?",4.252736,True,2026-03-20 20:19:34.906704,2026-03-20 20:19:39.159440,1.114346,1.803071,0.33521,0.987201,1146,827,319,1070,3.4026270000000003,323.135815300025
019d0ce7-1b95-7213-9482-f269d7caa637,pharaoh,Alexander The Great,You are said to have started the fire that destroyed the main palace and most of the city as revenge for the burning of the Acropolis in 480 BCE; is this true?,6.492018,True,2026-03-20 20:19:25.717316,2026-03-20 20:19:32.209334,1.432659,3.263181,0.440165,1.342375,1248,731,517,1188,5.286005,385.1382810317534
019d0ce7-0168-7f01-92ed-96e02b572b13,landmark,Tomb of Isadora,"What circumstances led to your untimely death, Tomb of Isadora?",3.956288,True,2026-03-20 20:19:19.016089,2026-03-20 20:19:22.972377,1.542906,0.841733,0.324826,1.225094,1246,773,473,1086,2.8594649999999997,386.092822265067
019d0ce6-c751-7770-9a41-8d188ed624e5,pharaoh,Ankhsenamun,"What evidence confirms that KV21a is your mummy, Ankhsenamun?",12.217469,True,2026-03-20 20:19:04.144010,2026-03-20 20:19:16.361479,1.341334,9.029429,0.301669,1.525746,1447,883,564,1171,10.822432000000001,369.65523750349007
019d0ce6-7eb7-7e72-9090-1276c57d7422,pharaoh,Amenhotep III,"In the eleventh year of your reign, what major project did you commission and how did you celebrate it?",15.850249,True,2026-03-20 20:18:45.559360,2026-03-20 20:19:01.409609,1.066166,7.190532,6.010208,1.5619,1453,870,583,1022,14.416906,373.26333311991806
019d0ce6-6529-7ad0-9ef1-70de45b8c987,landmark,Temple of Hatshepsut in Deir El Bahari,"How have your accomplishments been recognized in the past century, Temple of Hatshepsut in Deir El Bahari?",3.756383,True,2026-03-20 20:18:39.009624,2026-03-20 20:18:42.766007,1.070865,0.74015,0.341802,1.560375,1548,925,623,992,2.3028169999999997,399.2629976768405
019d0ce6-4377-7041-972b-c8cd46110bc4,landmark,Temple of Dakka,You were first built by which ruler and in partnership with which Egyptian pharaoh?,5.945817,True,2026-03-20 20:18:30.390690,2026-03-20 20:18:36.336507,1.504898,2.895784,0.365292,1.149046,1386,951,435,1085,4.915974,378.574922152812
019d0ce6-2822-7673-a088-a491f4a2f384,pharaoh,Thutmose III,You commissioned many temples and contributed to Karnak; how many temples did you commission and what was your role at the Temple of Amun?,4.178087,True,2026-03-20 20:18:23.391852,2026-03-20 20:18:27.569939,1.806487,0.726285,0.442343,1.189728,1400,955,445,1180,3.125115,374.03507356303294
